Time;Radius;Height;Load;Angle;Date;Date;x;y;z;distance (m);vitesse (m/sec)
1,4945E+12;204;101;1580;2917;11/05/2017 09:34:01,323;11/05/2017 09:34:01,323;162,921644;122,7702647;101;4,645583704;18,73219235
1,4945E+12;201;101;1628;2925;11/05/2017 09:34:01,576;11/05/2017 09:34:01,576;142,128463;142,128463;101;2,84094389;11,22902723
1,4945E+12;199;101;1640;2939;11/05/2017 09:34:01,873;11/05/2017 09:34:01,873;102,4925769;170,5762928;101;4,878813882;16,42698277
1,4945E+12;198;101;1592;2951;11/05/2017 09:34:02,126;11/05/2017 09:34:02,126;64,46249458;187,212678;101;4,150971539;16,40700213
1,4945E+12;195;101;1652;2959;11/05/2017 09:34:02,376;11/05/2017 09:34:02,376;37,2077541;191,4173008;101;2,75771596;11,03086384
1,4945E+12;193;101;1672;2972;11/05/2017 09:34:02,627;11/05/2017 09:34:02,627;-6,735602864;192,8824296;101;4,396777483;17,51704177
1,4945E+12;190;101;1608;2980;11/05/2017 09:34:02,874;11/05/2017 09:34:02,874;-32,99315376;187,1134731;101;2,688382113;10,88413811
1,4945E+12;187;101;1680;2992;11/05/2017 09:34:03,177;11/05/2017 09:34:03,177;-70,05143297;173,3833808;101;3,952001381;13,04290885
1,4945E+12;185;101;1600;3004;11/05/2017 09:34:03,426;11/05/2017 09:34:03,426;-103,4506871;153,3719509;101;3,893542738;15,63671782
1,4945E+12;182;101;1624;3013;11/05/2017 09:34:03,679;11/05/2017 09:34:03,679;-124,1237015;133,1063737;101;2,894938936;11,44244639
1,4945E+12;179;101;1592;3026;11/05/2017 09:34:03,928;11/05/2017 09:34:03,928;-148,3977255;100,0955297;101;4,097491988;16,45579111
1,4945E+12;176;101;1556;3034;11/05/2017 09:34:04,181;11/05/2017 09:34:04,181;-158,1877521;77,15332183;101;2,494372716;9,859180696
1,4945E+12;174;101;1616;3047;11/05/2017 09:34:04,477;11/05/2017 09:34:04,477;-169,5403913;39,14148346;101;3,967092477;13,40233945
1,4945E+12;171;101;1608;3061;11/05/2017 09:34:04,730;11/05/2017 09:34:04,730;-170,9739559;-2,984361501;101;4,215023038;16,66017011
1,4945E+12;168;101;1584;3069;11/05/2017 09:34:04,978;11/05/2017 09:34:04,978;-165,9316412;-26,28099013;101;2,383606181;9,611315244
1,4945E+12;164;100;1652;3083;11/05/2017 09:34:05,231;11/05/2017 09:34:05,231;-150,962796;-64,07990507;100;4,066723865;16,07400737
1,4945E+12;163;101;1592;3092;11/05/2017 09:34:05,480;11/05/2017 09:34:05,480;-138,2318397;-86,37684007;101;2,5694952;10,31925783
1,4945E+12;158;101;1556;3106;11/05/2017 09:34:05,781;11/05/2017 09:34:05,781;-109,7560225;-113,6556885;101;3,943358633;13,10085925
1,4945E+12;155;100;1608;3121;11/05/2017 09:34:06,031;11/05/2017 09:34:06,031;-75,14549114;-135,5660546;100;4,097502933;16,39001173
1,4945E+12;152;101;1536;3130;11/05/2017 09:34:06,282;11/05/2017 09:34:06,282;-51,98706179;-142,8332784;101;2,42924966;9,678285499
1,4945E+12;149;100;1612;3143;11/05/2017 09:34:06,531;11/05/2017 09:34:06,531;-18,15853217;-147,8893766;100;3,421890626;13,74253263
1,4945E+12;146;101;1564;3153;11/05/2017 09:34:06,784;11/05/2017 09:34:06,784;7,641049611;-145,7999121;101;2,59033643;10,23848391
1,4945E+12;143;101;1560;3166;11/05/2017 09:34:07,032;11/05/2017 09:34:07,032;39,41614188;-137,4604225;101;3,285123399;13,24646532
1,4945E+12;140;101;1632;3175;11/05/2017 09:34:07,283;11/05/2017 09:34:07,283;59,16655664;-126,8830902;101;2,240443801;8,926070921
1,4945E+12;137;101;1604;3188;11/05/2017 09:34:07,533;11/05/2017 09:34:07,533;84,34562212;-107,9574732;101;3,149863989;12,59945596
1,4945E+12;134;101;1556;3196;11/05/2017 09:34:07,783;11/05/2017 09:34:07,783;96,39153325;-93,08422164;101;1,913942497;7,655769987
1,4945E+12;130;101;1600;3210;11/05/2017 09:34:08,036;11/05/2017 09:34:08,036;112,5833025;-65;101;3,241753995;12,8132569
1,4945E+12;127;101;1552;3218;11/05/2017 09:34:08,286;11/05/2017 09:34:08,286;117,7523495;-47,57503736;101;1,817548817;7,270195267
1,4945E+12;124;101;1552;3231;11/05/2017 09:34:08,537;11/05/2017 09:34:08,537;122,4733542;-19,39787366;101;2,856992194;11,38243902
1,4945E+12;121;101;1580;3240;11/05/2017 09:34:08,787;11/05/2017 09:34:08,787;121;-2,66837E-13;101;1,945374708;7,781498832
1,4945E+12;118;101;1560;3253;11/05/2017 09:34:09,037;11/05/2017 09:34:09,037;114,9756676;26,54422441;101;2,721926579;10,88770631
1,4945E+12;115;101;1564;3261;11/05/2017 09:34:09,289;11/05/2017 09:34:09,289;107,361749;41,2123142;101;1,652648221;6,558127863
1,4945E+12;112;101;1564;3275;11/05/2017 09:34:09,587;11/05/2017 09:34:09,587;91,74502896;64,24056087;101;2,782412786;9,336955657
1,4945E+12;108;101;1520;3288;11/05/2017 09:34:09,838;11/05/2017 09:34:09,838;72,26610549;80,25964115;101;2,521982143;10,04773762
1,4945E+12;105;101;1556;3297;11/05/2017 09:34:10,089;11/05/2017 09:34:10,089;57,18709868;88,06040963;101;1,697729175;6,763861257
1,4945E+12;103;101;1556;3311;11/05/2017 09:34:10,339;11/05/2017 09:34:10,339;33,53351991;97,38841329;101;2,542643193;10,17057277
1,4945E+12;100;101;1584;3321;11/05/2017 09:34:10,589;11/05/2017 09:34:10,589;15,6434465;98,76883406;101;1,794325188;7,177300751
1,4945E+12;97;101;1576;3336;11/05/2017 09:34:10,839;11/05/2017 09:34:10,839;-10,13926094;96,46862385;101;2,588511097;10,35404439
1,4945E+12;95;101;1580;3346;11/05/2017 09:34:11,090;11/05/2017 09:34:11,090;-26,1855488;91,31986111;101;1,685209518;6,713982144
1,4945E+12;94;100;1544;3362;11/05/2017 09:34:11,339;11/05/2017 09:34:11,339;-49,81241084;79,71652104;100;2,634133843;10,57885078
1,4945E+12;93;101;1560;3373;11/05/2017 09:34:11,589;11/05/2017 09:34:11,589;-63,42584749;68,01589425;101;1,797860742;7,191442966
1,4945E+12;93;101;1600;3389;11/05/2017 09:34:11,843;11/05/2017 09:34:11,843;-79,71655897;47,89854097;101;2,588619678;10,19141605
1,4945E+12;93;101;1560;3400;11/05/2017 09:34:12,092;11/05/2017 09:34:12,092;-87,39141373;31,80787333;101;1,782730997;7,159562236
1,4945E+12;91;101;1584;3416;11/05/2017 09:34:12,345;11/05/2017 09:34:12,345;-90,77832857;6,347839111;101;2,568432469;10,15190699
1,4945E+12;91;101;1516;3427;11/05/2017 09:34:12,594;11/05/2017 09:34:12,594;-90,3216998;-11,09011025;101;1,744392696;7,005593156
1,4945E+12;91;101;1552;3443;11/05/2017 09:34:12,846;11/05/2017 09:34:12,846;-83,76594166;-35,55653269;101;2,532950437;10,05139062
1,4945E+12;90;101;1544;3461;11/05/2017 09:34:13,144;11/05/2017 09:34:13,144;-67,92386222;-59,04531261;101;2,833185951;9,507335405
1,4945E+12;88;101;1488;3472;11/05/2017 09:34:13,397;11/05/2017 09:34:13,397;-54,17820983;-69,34494632;101;1,717630386;6,789052908
1,4945E+12;87;101;1580;3490;11/05/2017 09:34:13,645;11/05/2017 09:34:13,645;-29,75575247;-81,75325801;101;2,739384278;11,04590435
1,4945E+12;87;101;1508;3501;11/05/2017 09:34:13,899;11/05/2017 09:34:13,899;-13,60979846;-85,92888563;101;1,667716094;6,565811393
1,4945E+12;85;101;1544;3519;11/05/2017 09:34:14,148;11/05/2017 09:34:14,148;13,29692953;-83,95350895;101;2,697914239;10,83499694
1,4945E+12;84;101;1564;3536;11/05/2017 09:34:14,447;11/05/2017 09:34:14,447;36,82317633;-75,49869989;101;2,499936169;8,360990531
1,4945E+12;83;101;1560;3548;11/05/2017 09:34:14,699;11/05/2017 09:34:14,699;51,09990245;-65,40489255;101;1,748456049;6,938317653
1,4945E+12;81;101;1560;3566;11/05/2017 09:34:14,946;11/05/2017 09:34:14,946;67,15204338;-45,29462518;101;2,573118889;10,41748538
1,4945E+12;80;100;1576;3578;11/05/2017 09:34:15,198;11/05/2017 09:34:15,198;74,17470837;-29,96852747;100;1,688807551;6,701617267
